 1/2" NPT/M20x1,5
1HP,1760RPM,460V,143TC
1HP,177RPM,460V,9.79:1 RATIO
1HP,1800RPM, 208-230/460V, 143TC
1HP,1800RPM,115/208-230V,56C
1HP,1800RPM,230/460V,143TC
1HP,1800RPM,460V,143TC
1HP,1800RPM,460V,56C
1HP,196RPM,8.91:1
1HP,201RPM,8.72:1
1HP,219RPM,8.00:1
1HP,223RPM,7.83:1
1HP,231RPM,7.58:1
1HP,247RPM,7.08:1
1HP,292/1750RPM,230/460V,56C
1HP,29RPM,60.00:1
1HP,300RPM, 5.77:1 RATIO
1HP,32/160RPM, 10.83:1 RATIO
1HP,357RPM,4.62:1, CUSTOM TF
1HP,35RPM,50.00:1
1HP,367RPM,4.77:1
1HP,374RPM, 4.62:1 RATIO
1HP,379RPM,4.62:1
1HP,389RPM,4.50:1
1HP,40/198RPM, 8.72:1 RATIO
1HP,400/480V,NEMA 4X
1HP,42/415RPM, 4.17:1 RATIO
1HP,446RPM,3.92:1
1HP,460V
1HP,462RPM,3.79:1
1HP,578M,3.03:1
1HP,58RPM,30.00:1
1HP,7/63RPM,460V,27.62:1
1HP,70RPM,25:1 RATIO
1HP,741RPM,2.37:1
1HP,78RPM,22.42:1
1HP,83/415RPM, 4.17:1 RATIO
1HP,86RPM,20.37:1
1PH 230V 47-63HZ.
1x 516588
1X00000253
1X0000253
1x1
1x115V Supply Voltage
1x17,5x42
1x2
1X3,4
1x45
1x6
2 1 / H: H=20,00mm
2 1 / H: H=21,50mm
2 1 / H: H=24,00mm
2 1 / H: H=25,00mm
2 1 / H: H=30,00mm
2 1 / H: H=40,00mm
2 1 / H: H=74,00mm
2 1/2" DIN/H=40,00mm
2 1/2" SAE J518/foot execution
2 1/2" TC/H=40,00mm
2 1/2" TRI CLAMP
2 1/2"/3"-125#ansi;30mm;200mm
2 1/2"/3"-150#ansi;30mm;200IEC
2 1/2"/3"-150#ansi;30mm;200mm
2 1/2"-125# ansi
2 1/2"-125# ansi / free shaft
2 1/2"-125#ansi;254*254;30mm;200
2 1/2"-125#ansi;30mm;200IEC
2 1/2"-150#RF
2 1/2"ANSI 150PSI_FF
2 3/8"FE x 2 3/8"FN
2 3/8"FE x 2 3/8"ME
2 3/8"FE x 2 7/8"FE
2 3/8"FE x 2 7/8"FN
2 3/8"FE x 2 7/8"ME
2 3/8"FE x 2 7/8"MN
2 3/8"FN x 2 7/8"FE
2 3/8"FN x 2 7/8"FN
2 3/8"FN x 2 7/8"ME
2 3/8"FN x 2 7/8"MN
2 3/8"ME
2 3/8"ME x 2 3/8"ME
2 3/8"ME x 2 7/8"FE
2 3/8"ME x 2 7/8"FN
2 3/8"MN
2 3/8"MN x 2 7/8"FN
2 7/8"
2 7/8" EU
2 7/8" FE up - ME down
2 7/8" FE x 3 1/8"
2 7/8" Female up/Male down
2 7/8" ME
2 7/8" ME x 3 1/8"
2 7/8"(F)x 3 1/2"(M)
2 7/8"(M) x 3 1/2"(F)
2 7/8"EU x 2 3/8"NU
2 7/8"FE x 2 3/8"ME
2 7/8"FE x 2 7/8"FE
2 7/8"FE x 2 7/8"FN
2 7/8"FE x 2 7/8"ME
2 7/8"FE x 2 7/8"MN
2 7/8"FE x 3 1/2"FE
2 7/8"FE x 3 1/2"FN
2 7/8"FE x 3 1/2"ME
2 7/8"FE x 3 1/2"MN
2 7/8"FE x 4"FN
2 7/8"FE x 4"MN
2 7/8"FN x 2 7/8"FN
2 7/8"FN x 2 7/8"ME
2 7/8"FN x 2 7/8"MN
2 7/8"FN x 3 1/2"FE
2 7/8"FN x 3 1/2"FN
2 7/8"FN x 3 1/2"ME
2 7/8"FN x 4"FN
2 7/8"ME
2 7/8"ME x 2 7/8"ME
2 7/8"ME x 2 7/8"MN
2 7/8"ME x 3 1/2"FE
2 7/8"ME x 3 1/2"FN
2 7/8"ME x 3 1/2"ME
2 7/8"ME x 4"FE
2 7/8"ME x 4"FN
2 7/8"ME; L=6ft
2 7/8"ME; L=6ft; 80x7mm
2 7/8"MN
2 7/8"MN; L=6ft
2 7/8; 1500 PSI
2 7/8FME;3LP;2000PSI
2 9/16" API 3.000 psi; 3“LP
2 axes
2 axes/drive side
2 axes/driven side
2 axes/without canvas
2 bearings/for ballestra project
2 cylinders and 1 linear guide
2 gal/kit
2 GALLON
2 METER HOPPER
2 MOUNTING HOLES, 1/2"-13 THREAD
2 NPT, 2-1/2" Long
2 Part - Epoxy (1 quart)
2 POLE
2 shafts w.4 blocks in-line
2' TRI-CLAMP
2 x 0.24 - 5" ROUND TUBE
2 x 0.24" ROUND TUBE
2 X 1
2 X 12
2 X 14
2 X 16
2 X 3 / DN 2
2 X 5
2 X 60
2 X 7 / S: L= 330
2 X 7 / S: L= 580
2 x 7,00
2 x 7,5
2 X 7,5 / S: L= 330
2 x 7,50
2 x 9,6
2 X 9,6 / A=78 B=72
2 X 9,6 / S: L= 320
2"
2" / 1"
2" / 1.1/2"
2" / 1.1/4"
2" / 1/2"
2" / 1/2" / R1/2"BSP
2" / 1/4"
2" / H: H=20,00mm
2" / H: H=21,50mm
2" / H: H=27,00mm
2" / H: H=30,00mm
2" / H: H=33,50mm
2" / L: L=50,40
2" / R1/2"BSP
2" 1.a.0/2" 4.a.1 TC;1" 2.b.0 TC
2" 150# ANSI FLANGE 316 S.S.
2" 150#/2" 300# FF ANSI
2" 3.C.0
2" 300/F
2" 316SS ANSI; 4HP; 63.42:1
2" ANSI 300PSI FF
2" ANSI B16.5 150LBS FF
2" ANSI B16.5 600LBS RF/3 Drain
2" ANSI FLANGE 316 S.S.
2" DIA. FLANGE GASKET VITON
2" DIN
2" DIN (DIN 11851/imperial)
2" DIN 11864-2
2" DIN 11864-2 [NF]
2" DIN/(DIN 11851/imperial)
2" HIGH FLOW; 2-PORT
2" INSIDE WIDTH 2-5/8: HEIGHT
2" NPT
2" NPT 316, ADJUSTABLE 5-150PSI
2" NPT/3 drains 3/4" NPT
2" PIPE 90° DEGREE ELBOW
2" SCH 80
2" SMS
2" SMS (SMS 1145)
2" SMS C/ CIP 1.1/2" SMS
2" Square X .85" High
2" Swivel Castor
2" Swivel Castor w/Lock
2" TC
2" TC (ISO 2852)
2" TC,1.5" TC, POSTION 2.A.1
2" TC,1.5" TC, POSTION 3.A.1
2" TI-CLAMP
2" TRI CLAMP
2" TRI-CLAMP
2" TRI-CLAMP DN50 DIN32676 4.A.1
2" TRI-CLAMP/CIP @ 2.A.1 * 3.A.1
2" X 2" X .020" Thick w/Tab
2" X 2" X .030" Thick w/Tab
2" X 2" X .060" Thick w/Tab
2" X 2" X 20'
2" x 2.1
2" X 4" LONG
2" X 5 FT LONG
2" X 6" OD
2"/0.5" 150# FF ANSI
2"/2" 125# ANSI (DN50)
2"/2" 125# FF ANSI
2"/2" 150# FF ANSI
2"/2" 150# RF ANSI
2"/2" 150#/300# FF ANSI
2"/2" FNPT
2"/2" T.C.
2"/2" TC
2"/2" TC; 1" TC CIP 2.b.0
2"/2" TC; 2" TC CIP
2"/2" TC; CIP 2.c.0
2"/2" Tri-Clamp
2"/2"/2" Tri-Clamp
2"/2"-125#ANSI;19mm;160IEC
2"/2"-150#ansi;
2"/2"-150#ansi;19mm;160IEC
2"/2"-150#ansi;19mm;160mm
2"/3" TC; 2.b.0/4.a.1
2"/300#/RF/special
2"/ANSI B16.5/150LBS/RF/MF
2"/ASME B-16.5/#150/RF/special
2"/ASME B16.5/300/RF/special
2"/class 3000 LBS
2"-125#
2"-125# ansi; 160IEC; 19mm
2"-125# ansi;160IEC;19mm
2"-125# ansi;19MM;160IEC
2"-125# W/SWITCH
2"-125#ANSI
2"-125#ansi;154x254mm;19mm;160
2"-125#ansi;160IEC/19mm;
2"-125#ansi;19MM;160IEC
2"-125#ansi;19mm;160mm
2"-125/150#
2"-150#
2"-150# - ANSI FLANGE
2"-150# ANSI
2"-150# ansi; 160IEC; 19mm
2"-150# Ansi;19mm;160IEC
2"-150# ansi;19mm;160mm IEC
2"-150# Ansi;30mm
2"-150#; Cut-away model
2"-150#ANSI
2"150#ANSI RF
2"-150#ANSI RF
2"-150#ANSI SPECIAL
2"-150#ANSI TRI-CLAMP
2"-150#Ansi;19mm;160IEC
2"-150#ansi;30mm. 200IEC
2"-150#FULL FACE
2"-150#RF straight flanges
2"-250#ANSI
2"-300#ANSI RF
2"-300#RF ansi;
2"-600#ANSI RF
2"-900#ANSI
2"-900#ANSI RF
2"ANSI 16.5/#600/RF/special
2"ANSI B16.5/150LBS/FF
2"ANSI B16.5/150PSI/FF/G=3/4"NPT
2"ANSI B16.5/300/RF/special
2"ANSI/900PSI/RF/welded
2"CIP 1.5"TC
2"FNPT 16.19 GAL
2"LP
2"NPT
2"NPT(external)/ class:150 LBS
2"-round/SMS and DIN connection
2"SAEJ518 ISO6162/3"B16.5/150/RF
2"SMS
2"TC
2"TC C/CIP 2"
2"TC/Type "A"
2"TC;160IEC;19mm
2"TC;160IEC;19mm;1/4"FNPT
2"TC;19mm;160IEC
2"TC-ISO-2825;19mm;160IEC
2"x3" 16,5 BAR/SEE INT.COMMENT
2"Z*NPT
2*.437
2,0 x 2,0 x 39,0
2,0035 (M) x 1,5604 (M)
2,0035 (M) x 2,0035 (M)
2,0035 x 11.1
2,0035 x 11.1 / 6 x 5,6
2,0035 x 11.1/2 f.p.p
2,0035x11.1
2,0035x11.1/2fpp(11AX)x1.1/4"NPT
2,5 X 13 X 41
2.0 HP 154RPM 11.39:1 RATIO
2.0 HP 643RPM 2.72:1 RATIO
2.0 OZ 1/8" NPT
2.0 X 3.0
2.0 X 3.5
2.0" DIA.
2.0" PSW Iso. Ring w/P.G. & SW
2.0"-150#
2.0.0HP,150RPM,230/460V,11.55:1
2.00 150# CGI
2.00 BORE X.50 KEY
2.00 x 2.50
2.00 x 4.00
2.00 x 5.00
2.00 x 6.00
2.00 x 6.00 A36 SPL
2.00 x 8.00
2.000"
2.0035"x11.1/2 f.p.p
2.0035n x 11.1/2 f.p.p
2.0035x11.1
2.06*2.94
2.0HP 111RPM  15.76:1 RATIO
2.0HP 122RPM 14.38:1 RATIO
2.0HP 129RPM 13.54:1 RATIO
2.0HP 145 RPM 12.06:1 RATIO
2.0HP 145RPM 12.06:1 RATIO
2.0HP 168RPM 10.28:1 RATIO
2.0HP 1725RPM 143TC TENV
2.0HP 1750/1800RPM 145TC
2.0HP 1750/1800RPM 145TC MOD NC
2.0HP 1750/83RPM 20.03:1 RATIO
2.0HP 1750RPM 145TC
2.0HP 1800RPM 145TC
2.0HP 1800RPM 145TC TEFC
2.0HP 1800RPM 145TC TEFC-*E
2.0HP 1800RPM 145TC TEFC/F
2.0HP 1800RPM IEEE841
2.0HP 202RPM 8.22:1 RPM
2.0HP 209RPM 8.22:1 RATIO
2.0HP 211 RPM 8.19:1 RATIO
2.0HP 21RPM 81.45:1 RATIO
2.0HP 267 RPM 6.43:1 RATIO
2.0HP 271RPM 5.14:1 RATIO
2.0HP 272RPM 6.43:1 RATIO
2.0HP 294RPM 5.95:1 RATIO
2.0HP 303 RPM 5.77:1 RATIO
2.0HP 317RPM 5.24:1 RATIO
2.0HP 356RPM 4.66:1 RATIO
2.0HP 358RPM 4.89:1 RATIO
2.0HP 359RPM 4.62:1 RATIO
2.0HP 367RPM 4.77:1 RATIO
2.0HP 379RPM 4.62:1 RATIO
2.0HP 407RPM 4.30:1 RATIO
2.0HP 438RPM 3.79:1 RATIO
2.0HP 440RPM 3.98:1 RATIO
2.0HP 455RPM 3.85:1 RATIO
2.0HP 480VOLTS 0-500HZ TYPE 4X
2.0HP 493RPM 3.37:1 RATIO
2.0HP 506RPM 3.46:1 RATIO
2.0HP 591RPM 2.96:1 RATIO
2.0HP 599RPM 2.92:1 RATIO
2.0HP 68RPM 24.58:1 RATIO
2.0HP 703RPM 2.49:1 RATIO
2.0HP 754RPM 2.32:1 RATIO
2.0HP 967RPM 1.81:1 RATIO
2.0HP, 102/506RPM, 3.46:1 RATIO
2.0HP, 105RPM, 16.50:1 RATIO
2.0HP, 12/599RPM, 2.92:1 RATIO
2.0HP, 158RPM, 8.72:1 RATIO
2.0HP, 161RPM, 10.28 RATIO
2.0HP, 168RPM, 10.28:1 RATIO
2.0HP, 170RPM 9.79:1 RATIO
2.0HP, 1730/300RPM, 5.77:1 RATIO
2.0HP, 1750/408RPM, 4.07:1 RATIO
2.0HP, 1750RPM,145TC
2.0HP, 177RPM, 9.79:1 RATIO
2.0HP, 179RPM, 9.79:1 RATIO
2.0HP, 1800, 145TC
2.0HP, 1800RPM, 145TC
2.0HP, 19/379 RPM, 4.62:1 RATIO
2.0HP, 210RPM, 8.33:1 RATIO
2.0HP, 215RPM, 8.15:1 RATIO
2.0HP, 218RPM, 8.01:1 RATIO
2.0HP, 221RPM, 7.83:1 RATIO
2.0HP, 239RPM, 7.23:1 RATIO
2.0HP, 241RPM, 6.89:1 RATIO
2.0HP, 244RPM, 7.08:1 RATIO
2.0HP, 244RPM, 7.08:1, 1730RPM
2.0HP, 251RPM, 6.89:1 RATIO
2.0HP, 252RPM, 6.94:1 RATIO
2.0HP, 272RPM, 6.43:1 RATIO
2.0HP, 288RPM, 5.77 RATIO
2.0HP, 290RPM, 5.95:1 RATIO
2.0HP, 30/300RPM, 5.77:1 RATIO
2.0HP, 303RPM, 5.77:1 RATIO
2.0HP, 338RPM, 5.18:1 RATIO
2.0HP, 374RPM, 4.62:1 RATIO
2.0HP, 407RPM, 4.3:1 RATIO
2.0HP, 414RPM, 4.17:1 RATIO
2.0HP, 414RPM, 4.18:1 RATIO
2.0HP, 427RPM, 4.10:1 RATIO
2.0HP, 487RPM, 3.58:1 RATIO VW
2.0HP, 504RPM, 4.17:1 RATIO
2.0HP, 506M, 3.46:1 RATIO
2.0HP, 534RPM, 3.12:1 RATIO
2.0HP, 543RPM, 3.22:1 RATIO
2.0HP, 554RPM, 3.12:1 RATIO
2.0HP, 580RPM, 2.86:1 RATIO
2.0HP, 599M, 2.92:1 RATIO
2.0HP, 610RPM, 2.72:1 RATIO
2.0HP, 667RPM, 2.49 RATIO
2.0HP, 716RPM, 2.32:1 RATIO
2.0HP, 754RPM, 2.32 RATIO
2.0HP, 754RPM, 2.32:1 RATIO
2.0HP, 76/379RPM, 4.62:1 RATIO
2.0HP, 897RPM, 1.85 RATIO
2.0HP,100/500RPM, 3.46:1 RATIO
2.0HP,105RPM, 16.46:1 RATIO
2.0HP,127/637RPM, 2.72:1 RATIO
2.0HP,145RPM,12.06:1
2.0HP,153RPM,460V,11.55:1
2.0HP,16/77RPM, 22.42:1 RATIO
2.0HP,162RPM,10.83:1
2.0HP,1660RPM,
2.0HP,1730/119RPM,460V,14.57:1
2.0HP,1730/239RPM,460V,7.23:1
2.0HP,1730/269RPM,460V,6.43:1
2.0HP,1730/26RPM,460V,67.64:1
2.0HP,1730/298RPM,460V,5.80:1
2.0HP,1730/31RPM,460V,55.80:1
2.0HP,1730/337RPM, 5.14:1 RATIO
2.0HP,1730/337RPM,575V,5.14:1
2.0HP,1730/40RPM,460V,43.40:1
2.0HP,1730/415RPM,460V,4.17:1
2.0HP,1730/44RPM,460V,38.92:1
2.0HP,1730/458RPM,460V,3.78:1
2.0HP,1730/481RPM,3.60:1
2.0HP,1730/58RPM,460V,30.00:1
2.0HP,1745/50RPM,460V,34.89:1
2.0HP,1750/201RPM,8.72:1
2.0HP,1750/420RPM,4.17:1
2.0HP,179RPM,9.79:1
2.0HP,1800RPM,208-230/460V,145TC
2.0HP,1800RPM,230/460V,145TC
2.0HP,1800RPM,460V,145TC
2.0HP,1800RPM,575V,145TC
2.0HP,19/379 RPM, 4.62:1 RATIO
2.0HP,198RPM,8.72:1 RATIO
2.0HP,201RPM,8.72:1
2.0HP,223RPM,7.83:1
2.0HP,252RPM,6.94:1
2.0HP,272RPM,6.43:1
2.0HP,272RPM,6.43:1 RATIO
2.0HP,272RPM,6.43:1RATIO
2.0HP,294RPM,5.95:1 RATIO
2.0HP,300RPM, 5.77:1 RATIO
2.0HP,303RPM,5.77:1
2.0HP,330RPM, 5.24:1 RATIO
2.0HP,337RPM,460V,5.14:1
2.0HP,340RPM,5.14:1 RATIO
2.0HP,358RPM,4.89:1
2.0HP,36/177RPM, 9.79:1 RATIO
2.0HP,379RPM,4.62:1
2.0HP,397RPM,4.18:1 RATIO
2.0HP,400-480VAC,3PH INPUT
2.0HP,407RPM, 4.30:1 RATIO
2.0HP,415RPM, 4.17:1 RATIO
2.0HP,420RPM,4.17:1
2.0HP,456RPM, 3.79:1 RATIO
2.0HP,463RPM,3.78:1
2.0HP,543RPM,3.22:1
2.0HP,643RPM, 2.72 RATIO
2.0HP,643RPM, 2.72:1 RATIO
2.0HP,643RPM,2.72:1
2.0HP,695RPM,2.49:1 RATIO
2.0HP,72RPM,.43:1 RATIO
2.0HP,75/375RPM, 4.62:1 RATIO
2.0HP,754RPM,2.32:1
2.0HP,82/409RPM, 3.46:1 RATIO
2.0HP,85RPM,460V,20.62:1
2.0HP,94RPM,18.60:1
2.1
2.1/2"
2.1/2" / 1.1/2"
2.1/2" / 1/2"
2.1/2" ANSI B16.5 150LBS FF
2.1/2" ANSI/600PSI/RF/welded
2.1/2" DIN
2.1/2" DIN (DIN 11851/imperial)
2.1/2" DIN 11864-2 [NF]
2.1/2" SMS
2.1/2" SMS ( SMS 1145)
2.1/2" SMS (SMS 1145)
2.1/2" TC
2.1/2" TC (ISO 2852)
2.1/2" TC/ USA execution
2.1/2" TRI-CLAMP
2.1/2"(FSIP)
2.1/2"/ ANSI B16.5 150LBS RF
2.1/2"/A=105/B=63/C=2
2.1/2"/ANSI B16.5/150/FF
2.1/2"/ANSI B16.5/150/FF/3drains
2.1/2"/ANSI B16.5/300LBS/RF
2.1/2"/ASME B-16.5/#150/FF
2.1/2"/ASME B-16.5/#150/RF
2.1/2"/ASME B-16.5/#150/RF/
2.1/2"/ASME B-16.5/150/RF
2.1/2"/see internal comment
2.1/2"-round
2.1/2"SMS
2.1/2"TC
2.1/2"TC eccentric
2.1/2"TC w. CIP 1"TC/special
2.1/2"TC with CIP 2"TC
2.1/2x4" SAE J518/3000PSI
2.12 BORE X .50 KEY
2.125 BORE X .50 KEY
2.125"
2.125" BORE X .50" KEY
2.125" SPECIAL
2.165" SHAFT
2.25 x 4.00
2.25" x 6.125"
2.250"
2.2kW,435RPM, 4.05:1 RATIO
2.3*32
2.3/8"
2.3/8" EU-M
2.375" BORE X .625" KEY
2.38 BORE X .63 KEY
2.5 " PIPE 90° DEGREE ELBOW
2.5 X 12
2.5 X 2.5 X 2.5 X 1/4 THK.
2.5 X 3.0
2.5"
2.5" / DN63,5 - ISO2852
2.5" 1.a.1/2.5" 4.a.0
2.5" 150# FF ANSI
2.5" 150# RF ANSI
2.5" ANSI 125/150PSI
2.5" BORE X .625" KEY
2.5" PSW ISOLATOR RING W/GAUGE
2.5" T.C. w/HEATING JACKET
2.5" TC 1.a.0/2.5" TC 4.a.3;CIP
2.5" TC 1.A.1,CIP ON HSG 2.C.0
2.5" TC 1.A1,CIP ON HSG 2.B.0
2.5" TC 4.A3,CIP ON ESTUD 3.B.0
2.5" TC 4.A3,CIP ON ESTUD 3.C.0
2.5" TC; 1.0" TC CIP
2.5" TRI-CLAMP
2.5"/2" T.C. w/HEATING JACKET
2.5"/2" Tri-Clamp
2.5"/2.5" 125# FF ANSI
2.5"/2.5" 150# FF ANSI
2.5"/2.5" 150# RF ANSI
2.5"/2.5" TC
2.5"/2.5" Tri-Clamp
2.5"-125# ansi
2.5"-125#ANSI
2.5"-150# ansi
2.5"-150# FF ANSI
2.5"-150# RF ANSI
2.5"-150# TRI-CLAMP
2.5"-150#ANSI
2.5"-150#ansi;254x154mm
2.5"-150#ansi;254x154mm;30mm;200
2.5"-1500#ANSI
2.5"-300#ANSI
2.5"NPT
2.5"TC
2.5"TC/2.5"CIP;30mm;200IEC
2.5"TC/Barrel Emptying Pump
2.5"X1.5" W/BLK STUDS & GASKETS
2.5''/2.5" 150# RF ANSI
2.5/2.5"TC 1.a.0,4.a.0;2"TC2.b.0
2.50 x 3.00
2.50 x 4.00
2.50 x 4.50
2.50 x 6.00
2.50"
2.50"-125#ANSI
2.50"-150# ANSI
2.500
2.500 X 50
2.500"
2.50-150# FULL FACE
2.50Z ANSI 150PSI-RF
2.5X2 W/ STUDS BLK
2.5X3 W/ STUDS BLK
2.5X4 W/ STUDS BLK
2.625"
2.625"/see internal comments
2.677"SHFT TYPE 31A
2.7/8"
2.7/8"- EU MxM52X1,5"-EU M
2.7/8" EU-M
2.7/8"-EU (F) x 2.7/8"-EU (M)
2.7/8"EU-M
2.7/8"x8-EU,(MXM)
2.75 DIAMETER
2.75 SHAFT
2.75 TYPE 676
2.75 type RO
2.75 TYPE RO DBL
2.75 TYPE440 ROTARY CARB
2.75 TYPE440 T-SHAPE
2.75"
2.75" DIA
2.75" DIA.
2.75" Shaft Size
2.75";2NE90
2.750"
2.750"; FOR NE80/90
2.75x1.57
2.875" BORE X .75" KEY
2.875" DOUBLE CARTRIDGE T-1
2//1.5HP,1755//1455RPM,145TC
20
20 FEET
20 X 1
20 X 1,0
20 X 1,2
20 X 12 X 70
20 X 16
20 X 2
20 x 2,0
20 x 3
20 X 32 X 20
20 x 45
20 X 7 / 14"
20"X 35"OPENING X 18" HIGH
20*1246
20*185
20*2.5
20*40
20,0 x 12,0 x 78,0
20,00 / 32,00
20,00 / x 1,50mm
20,00 / x 2,70mm
20,00 / x 3,00mm
20,00x2,00mm
20,00x32,00x6,00
20,00x32,00x6,00mm
20,20 / x 3,50mm
20,20 / x 3,53mm
20,25x140
20,30 x 2,62/ COD.: NEP-100327
20,30x2,40mm
20,35 / x 1,78mm
20,50 / x 2,50mm
20,50x 1,78mm
20.0HP 154RPM 11.54:1 RATIO
20.0HP 157RPM 11.24:1 RATIO
20.0HP 1750/245RPM 7.14:1 RATIO
20.0HP 1760RPM
20.0HP 1800RPM 256TC
20.0HP 1800RPM 256TC TEFC MOD.
20.0HP 190RPM 9.24:1 RATIO
20.0HP 380-480V 3 PHASE NEMA 1
20.0HP 389RPM 4.56:1 RATIO
20.0HP, 1200RPM, 286TC
20.0HP, 1800RPM, 256TC
20.0HP, 19/94RPM, 18.67:1RATIO
20.0HP, 228RPM, 7.73:1 RATIO
20.0HP, 240RPM, 7.29:1 RATIO
20.0HP, 323RPM, 5.50:1 RATIO
20.0HP,144RPM,400DV,10.20:1
20.0HP,168RPM,10.44:1 FKM SEALS
20.0HP,169RPM,10.35:1
20.0HP,1775/270RPM,460V,6.57:1
20.0HP,1775/379RPM,460V,4.68:1
20.0HP,1775/95RPM,460V,18.67:1
20.0HP,264RPM,6.63:1
20.0HP,266RPM,6.57:1
20.0HP,266RPM,6.57:1 RATIO
20.0HP,269RPM,460V,6.57:1
20.0HP,309RPM,5.66:1
20/API cod.USPFN
20/API cod.USPFX
20°
20° normal size
20° normal size/JU120
20° normal size/JU150
20° normal size/JU80
20° normal size/s.inter.comment
20° normal size/see.int.comments
20° normal size/shrink connec.
20° normal size/special
20° normal/special
20° normal/w.head NM015
20° normal-size
20° PINID:0.8745" HEADOD:3.1190"
20° U-size
20°/ PMI report (outsourced)
20°/ universal joint: JU150
20°/1/8"BSP
20°/JU120
20°/JU80
20°/L=4270,1mm/special
20°/special: Charpy impact test
20°C
20°C normal size
20°C normal size / see int. comm
20°C/POS.: 2020
20°Normal
20°normal size/special
20°special see drawing
200 mm IEC; 3/3'' 125# ANSI
200 x 130
200 x 200 / S 200 x 200mm.
200*8.0
200.0HP,1800RPM,460V,445/447T
200.0HP,261RPM,6.70:1
200/18/PR200/56-145TC
200/240V NEMA 4X
2000 PSI
2000,00 x 1000,00 x 6,35
2000-8M-22
2000-8M-35
2000-8M-50 HT250 BELT
2000-8M-60 HTRC
2000-8M-85 HT250 BELT
2000-8MX-12
2000-8MX-36 HT500 BELT
2000-8MX-62 HT500 BELT
2000Nm
2000x280mm/6" 150# FF ANSI
2000x580mm/12" 300# RF ANSI
2000x580mm/special
2000x640mm
2000x640mm/12" 300# RF ANSI
200HP, 308RPM, 5.68:1 RATIO
200HP,1750RPM,460V,447T
200HP,1800RPM,460V,445/7T
200IEC/30mm
200IEC/30mm;200mm;3''-125#ansi
200IEC/30mm;3"/2.5"-125#ansi
200IEC/30mm;3";2.5"-125# ansi
200IEC/30mm;3";2.5"-150# ansi
200IEC/30mm;3"-150#ANSI
200IEC/30mm;3''/2.5" 125#ansi
200IEC/30mm;3''-125#ansi
200IEC/30mm;3''-150#ansi
200IEC/35mm;4";3"-150# ansi
200iec;1";3";2.5"-150#
200IEC;30mm
200IEC;30mm, 2.5"-150#;254*154mm
200IEC;30mm;
200IEC;30mm; 2.5" TC
200IEC;30mm;2.1/2"TC
200IEC;30mm;3"/2.5"-125# ansi
200IEC;30mm;3"/2.5"-150# ansi
200IEC;30mm;3"; 2.5"-125# ansi
200IEC;30mm;3";125#ansi
200IEC;30mm;3";150#ansi
200IEC;30mm;3";2.5"-125#ansi
200IEC;30mm;3";2.5"-125ansi
200IEC;30mm;3";2.5"-150ansi
200IEC;30mm;3"-125# ansi
200IEC;30mm;3"-125#;2.5"-125ansi
200IEC;30mm;3"-125#Ansi
200IEC;30mm;3"-150# ansi
200IEC;30mm;3"-150#;2.5"-125ansi
200IEC;30mm;3"-150#;2.5"-150ansi
200IEC;30mm;3"-150#Ansi
200IEC;30mm;3"-150;2.5"-150#Ansi
200IEC;30mm;3"-160# ansi
200IEC;30mm;3/3"-125#Ansi
200IEC;30mm;3-150;2.5"-150 ansi
200IEC;30mm;4"/2.5"TC; 2" Rinse
200IEC;30mm;4/3"-150#Ansi
200IEC;30mm;DN80/PN16
200MM
200MM IEC FLANGE
200mm; 30mm; 2.5" TRI CLAMP
200mmx200mm/3" 125# FF ANSI
200X130
200x200mm/3" 125# FF ANSI
200X200X100
200X230X150
200X240X2
200x365
200x3mm/special
200x5
200x5,50
200x600
200x8
2012 X 1-1/8-KW BUSHING
2012 x 1-3/8-KW
2012 X 1-5/16-KW BUSHING
2012 X 1-5/8-KW BUSHING
2012 X 16MM-KW BUSHING
2012 X 20MM-KW BUSHING
2012 X 2-1/8-KW BUSHING
2012 X 24MM-KW BUSHING
2012 X 25MM-KW BUSHING
2012 x 32MM-KW BUSHING
2012 X 35MM-KW BUSHING
2012 x 40MM-KW BUSHING
2012 X 45MM-KW BUSHING
2012 X 48MM-KW BUSHING
2012 X 50MM-KW BUSHING
2012 X 7/8-KW BUSHING
202 X 3
202,57 / x 6,99mm
202,57x5,33mm
203 X 5,5
203,2 x 57,4
204*104
204mm x 104mm/w.01 drain
204RPM,8.59:1
204x104/w.1 drain
204x104mm/1.5" TC;1" TC 2.b.0
204x580mm w.CIP2.1/2" TC/special
205,00 / x 6,00mm
205x3
2072 x 50
207x3,50
208,00 / x 8,00mm
208,00 x 8,00mm
208,00x8,00mm
208x5
208x5,00mm
208x5/special
209,14x3,53
209.14*3.53
20A
20B
20h8 X 116,00mm/form B
20HP
20HP 1200RPM, 286T MOD.
20HP 1200RPM, 286TC MOD.
20HP 128RPM 13.79:1
20HP 168RPM 10.44:1 RATIO
20HP 169RPM 10.44:1 RATIO
20HP 1750/266RPM 6.57
20HP 1750/344RPM 5.08:1 RATIO
20HP 1800RPM 256TC
20HP 1800RPM 256TC W22 TEFC MOD.
20HP 1800RPM, 256TC SPEC.
20HP 208-230/460V TEFC 256TC
20HP 228RPM 7.73:1 RATIO
20HP 269 RPM 6.57:1 RATIO
20HP 314RPM 5.66:1 RATIO
20HP 322 RPM 5.5:1 RATIO
20HP 325 RPM 5.38:1 RATIO
20HP 474RPM 3.69:1 RATIO
20HP 50RPM 35.19: 1 RATIO
20HP MOTOR 208-230/460 1800 RPM
